COMPANY_NAME,SECTOR_NAME,SYMBOL,OPEN_PRICE,CLOSE_PRICE,HIGH_PRICE,LOW_PRICE,TOTAL_TRADED_QUANTITY,BUSINESS_DATE
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,338.6,342,344,327,47168,1/2/2023
Garima Bikas Bank Limited,Development Banks,GBBL,349.9,361,364,345,29372,1/2/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,321,321,326,319,58484,1/2/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,455,466,468,448,67307,1/2/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,669.9,665,675,640,10356,1/2/2023
Manjushree Finance Ltd.,Finance,MFIL,434,437,441,425.4,19506,1/2/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,301,312.2,312.2,298.3,74997,1/2/2023
Ridi Power Company Limited,Hydro Power,RIDI,494.5,497.9,506,488.1,119911,1/2/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1143,1121,1145,1121,729,1/2/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,834,840,850,821,1018,1/2/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,548,543,548,530,4253,1/2/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1042.8,1070.9,1128,1023,706,1/2/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,236,234.2,241.7,233,64638,1/3/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,775,767.9,775,755,125746,1/3/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,234,235,235,227.4,33576,1/3/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,218.8,220.3,227,215.2,84182,1/3/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,940,996,1014.9,940,19962,1/3/2023
Janaki Finance Company Limited,Finance,JFL,442.8,427,442.8,425,21734,1/3/2023
ICFC Finance Limited,Finance,ICFC,446,451,462.5,445,35976,1/3/2023
Nepal Doorsanchar Company Limited,Others,NTC,881.1,869,941,868,89764,1/3/2023
Global IME Bank Limited,Commercial Banks,GBIME,215,210,215,207,88647,1/3/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,196,193,197,192,51132,1/3/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,348,336,348,333,49349,1/3/2023
Garima Bikas Bank Limited,Development Banks,GBBL,358.1,354,366,351.9,42901,1/3/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,324.5,316.4,324.5,314.6,41939,1/3/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,470,476,480,468.1,123293,1/3/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,656,666,682.9,650,23842,1/3/2023
Manjushree Finance Ltd.,Finance,MFIL,432,434.9,440,431.2,25883,1/3/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,306,308,319,306,69312,1/3/2023
Ridi Power Company Limited,Hydro Power,RIDI,500,489,505,489,130291,1/3/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1130,1157.9,1165,1118,2989,1/3/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,840,850,856,840,2931,1/3/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,553.8,565,597.3,540.2,17229,1/3/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1049.5,1011,1090,1011,1798,1/3/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,236,238.9,239,234.3,41993,1/4/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,760,784,797,760,100499,1/4/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,230.3,236.4,236.5,230.3,43842,1/4/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,221,223,223.9,215.3,27977,1/4/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,996,1094.3,1095,995,43011,1/4/2023
Janaki Finance Company Limited,Finance,JFL,425,438,442,425,38833,1/4/2023
ICFC Finance Limited,Finance,ICFC,443.8,466,470,443.8,37773,1/4/2023
Nepal Doorsanchar Company Limited,Others,NTC,886,895,902,875,113214,1/4/2023
Global IME Bank Limited,Commercial Banks,GBIME,212,212,213,209,86600,1/4/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,195.8,196.9,197,192.1,47054,1/4/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,337,367,367,333,86181,1/4/2023
Garima Bikas Bank Limited,Development Banks,GBBL,352,370,373,352,39269,1/4/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,320.7,326.1,330,315.1,83645,1/4/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,427.7,428.6,433.9,423,50426,1/4/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,669,700,700,660,36694,1/4/2023
Manjushree Finance Ltd.,Finance,MFIL,443,449.5,450,434,28403,1/4/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,313,329,330,309,341806,1/4/2023
Ridi Power Company Limited,Hydro Power,RIDI,495,504,507.6,490,114051,1/4/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1181,1249,1249,1158,5881,1/4/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,851,917,918,850,3925,1/4/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,575.2,621.4,621.5,566.2,25785,1/4/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1012,1020.1,1035,1005,428,1/4/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,241.7,236.1,242,236,50743,1/5/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,799.6,790,805,778,150073,1/5/2023
ICFC Finance Limited,Finance,ICFC,418.3,420.1,424.8,418.3,4461,12/20/2022
Nepal Doorsanchar Company Limited,Others,NTC,920,931,945,903.1,68574,12/20/2022
Global IME Bank Limited,Commercial Banks,GBIME,200,200,201,197.1,31289,12/20/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,180.5,179.9,180.5,177,31584,12/20/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,311,302,311,297,58553,12/20/2022
Garima Bikas Bank Limited,Development Banks,GBBL,381,377,381,377,18935,12/20/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,330,335.9,338,330,37715,12/20/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,415,414,418,413,12643,12/20/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,701.1,707,713,693.1,7728,12/20/2022
Manjushree Finance Ltd.,Finance,MFIL,375,375,382,372.2,21005,12/20/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,267.2,271,273.8,267.2,21615,12/20/2022
Ridi Power Company Limited,Hydro Power,RIDI,459.9,458,461,454,36428,12/20/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1015,1000,1019.8,1000,786,12/20/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,764,754,775,754,2426,12/20/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,518.6,526,526.9,518.6,479,12/20/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,897,880,897,873.2,302,12/20/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,215,212.2,217,211,28492,12/21/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,660,667.3,682,660,175719,12/21/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,208.9,206.5,210.1,206.1,26068,12/21/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,227,226,230.5,225.2,145753,12/21/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,880,870,883,868,3142,12/21/2022
Janaki Finance Company Limited,Finance,JFL,366,364.6,372,364.6,2904,12/21/2022
ICFC Finance Limited,Finance,ICFC,420,411,420,411,4914,12/21/2022
Nepal Doorsanchar Company Limited,Others,NTC,945,917,945,912,32531,12/21/2022
Global IME Bank Limited,Commercial Banks,GBIME,201,198.5,201,197.1,25652,12/21/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,177,178,180,176.5,66136,12/21/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,307,300,307,298.5,20961,12/21/2022
Garima Bikas Bank Limited,Development Banks,GBBL,383,376.1,383,375.2,12165,12/21/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,342,332,342.5,332,43663,12/21/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,415,415,417,411.6,8437,12/21/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,713,707,713,707,7089,12/21/2022
Manjushree Finance Ltd.,Finance,MFIL,380,370,380,368,6683,12/21/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,270.6,270,275,269.7,18547,12/21/2022
Ridi Power Company Limited,Hydro Power,RIDI,467.1,445,467.1,442,62074,12/21/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,986,1009.8,1009.8,986,570,12/21/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,755,762,762,750,353,12/21/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,526,520,526,510.1,1619,12/21/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,897.6,876,900,864.4,1227,12/21/2022
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,212.2,212.9,214,211,28957,12/22/2022
NIC Asia Bank Ltd.,Commercial Banks,NICA,654,665.2,666,654,86046,12/22/2022
Machhapuchhre Bank Limited,Commercial Banks,MBL,208,211.8,211.8,205.5,35248,12/22/2022
Soaltee Hotel Limited,Hotels And Tourism,SHL,211,205,211,200.1,45923,12/22/2022
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,870,873,879.1,865,2682,12/22/2022
Janaki Finance Company Limited,Finance,JFL,365,360,365,353,3674,12/22/2022
ICFC Finance Limited,Finance,ICFC,410,402,416.9,400.7,9969,12/22/2022
Nepal Doorsanchar Company Limited,Others,NTC,898.7,953,953,860,171553,12/22/2022
Global IME Bank Limited,Commercial Banks,GBIME,201.4,198.5,201.4,198,33057,12/22/2022
Citizens Bank International Limited,Commercial Banks,CZBIL,180,176,180,175,35292,12/22/2022
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,298,299,301,297,17629,12/22/2022
Garima Bikas Bank Limited,Development Banks,GBBL,381,374,381,373,47797,12/22/2022
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,335,333,336,331.1,35123,12/22/2022
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,414.9,409.9,414.9,407,19091,12/22/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,705,700,706,695.4,8250,12/22/2022
Manjushree Finance Ltd.,Finance,MFIL,368,370,375,367.1,12867,12/22/2022
Sanima Mai Hydropower Limited,Hydro Power,SHPC,270,269.8,274,268,20942,12/22/2022
Ridi Power Company Limited,Hydro Power,RIDI,450,444,453.9,441,37757,12/22/2022
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1000,1025,1025,998.7,286,12/22/2022
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,755.1,755.8,757.1,731.9,708,12/22/2022
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,510,509.1,512,505,1576,12/22/2022
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,864.1,875,893.5,864.1,300,12/22/2022
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,685,704.5,704.5,664.6,23852,1/24/2023
Manjushree Finance Ltd.,Finance,MFIL,470,479,494,458,45818,1/24/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,335,337.7,340,329.5,66869,1/24/2023
Ridi Power Company Limited,Hydro Power,RIDI,565,568,571,558,127000,1/24/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,1195,1198,1198,1173,629,1/24/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,999,971.1,999,965,3376,1/24/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,618,622,642,608,4235,1/24/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,1030.5,1035,1038,1030.5,138,1/24/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,251,251,251,251,0,1/25/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,844.9,825,844.9,823,72897,1/25/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,251,247,252,246.1,45450,1/25/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,226,231.5,234.5,226,46413,1/25/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,1020,1000,1020,990,7251,1/25/2023
Janaki Finance Company Limited,Finance,JFL,431.2,423,444,422,26079,1/25/2023
ICFC Finance Limited,Finance,ICFC,502.9,490,502.9,485.1,28449,1/25/2023
Nepal Doorsanchar Company Limited,Others,NTC,880,869.9,889.8,867,56067,1/25/2023
Global IME Bank Limited,Commercial Banks,GBIME,210.4,210.4,210.4,210.4,0,1/25/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,199.8,199,201,198.4,57993,1/25/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,351.8,352,365.1,349,116601,1/25/2023
